,level_0,last_name,Player,index,Base Price,TYPE,COST IN ₹ (CR.),Cost IN $ (000),2021 Squad,Team,status,retention,base_price_unit,base_price,Player_name,first_name
343,343,Negi,Pawan Negi,343,50 Lakh,ALL-ROUNDER,0.0,0.0,KKR,Unsold,Unsold,From Auction,Lakh,50,Pawan_Negi,Pawan
344,344,Ahmed,Taskin Ahmed,344,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Taskin_Ahmed,Taskin
345,345,De_Lange,Marchant De Lange,345,2 Cr,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Cr,2,Marchant_De_Lange,Marchant
346,346,Kulkarni,Dhawal Kulkarni,346,75 Lakh,BOWLER,0.0,0.0,MI,Unsold,Unsold,From Auction,Lakh,75,Dhawal_Kulkarni,Dhawal
347,347,Mahmood,Saqib Mahmood,347,2 Cr,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Cr,2,Saqib_Mahmood,Saqib
348,348,Richardson,Kane Richardson,348,1.5 Cr,BOWLER,0.0,0.0,RCB,Unsold,Unsold,From Auction,Cr,1.5,Kane_Richardson,Kane
349,349,Ul_Haq,Naveen Ul Haq,349,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Naveen_Ul_Haq,Naveen
350,350,Bhatia,Harpreet Bhatia,350,40 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,40,Harpreet_Bhatia,Harpreet
351,351,Chatterjee,Sudip Chatterjee,351,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sudip_Chatterjee,Sudip
352,352,Dalal,Hiten Dalal,352,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Hiten_Dalal,Hiten
353,353,Easwaran,Abhimanyu Easwaran,353,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Abhimanyu_Easwaran,Abhimanyu
354,354,Evans,Laurie Evans,354,40 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,40,Laurie_Evans,Laurie
355,355,Gahlaut,Rahul Gahlaut,355,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Rahul_Gahlaut,Rahul
356,356,Khare,Amandeep Khare,356,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Amandeep_Khare,Amandeep
357,357,Rawat,Mayank Rawat,357,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Mayank_Rawat,Mayank
358,358,Shorey,Dhruv Shorey,358,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Dhruv_Shorey,Dhruv
359,359,Kerr,Hayden Kerr,359,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Hayden_Kerr,Hayden
360,360,Kumar,Saurabh Kumar,360,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Saurabh_Kumar,Saurabh
361,361,Mulani,Shams Mulani,361,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shams_Mulani,Shams
362,362,Patel,Dhruv Patel,362,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Dhruv_Patel,Dhruv
363,363,Sheth,Atit Sheth,363,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Atit_Sheth,Atit
364,364,Singh,Utkarsh Singh,364,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Utkarsh_Singh,Utkarsh
365,365,Wiese,David Wiese,365,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,David_Wiese,David
366,366,Ahmad,Kaif Ahmad,366,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Kaif_Ahmad,Kaif
367,367,Arora,Shubhum Arora,367,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shubhum_Arora,Shubhum
368,368,Karthick,Arun Karthick,368,40 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,40,Arun_Karthick,Arun
369,369,Kerkar,Eknath Kerkar,369,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Eknath_Kerkar,Eknath
370,370,Lewis,Kennar Lewis,370,40 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,40,Kennar_Lewis,Kennar
371,371,Naik,Nikhil Naik,371,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Nikhil_Naik,Nikhil
372,372,Patel,Urvil Patel,372,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Urvil_Patel,Urvil
373,373,Sharath,B.R. Sharath,373,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,B.R._Sharath,B.R.
374,374,Shrijith,K.L. Shrijith,374,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,K.L._Shrijith,K.L.
375,375,Avasthi,Mohit Avasthi,375,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Mohit_Avasthi,Mohit
376,376,Mishra,Sushant Mishra,376,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sushant_Mishra,Sushant
377,377,Pathirana,Matheesha Pathirana,377,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Matheesha_Pathirana,Matheesha
378,378,Periyasamy,G Periyasamy,378,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,G_Periyasamy,G
379,379,Reddy,M.Harishankar Reddy,379,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,M.Harishankar_Reddy,M.Harishankar
380,380,Silambarasan,R. Silambarasan,380,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,R._Silambarasan,R.
381,381,Thakare,Aditya Thakare,381,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Aditya_Thakare,Aditya
382,382,Ul_Haq,Tanveer Ul Haq,382,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Tanveer_Ul_Haq,Tanveer
383,383,Yarra,Prithviraj Yarra,383,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Prithviraj_Yarra,Prithviraj
384,384,Bachhav,Satyajeet Bachhav,384,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Satyajeet_Bachhav,Satyajeet
385,385,Gandhi,Chintal Gandhi,385,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Chintal_Gandhi,Chintal
386,386,Lintott,Jacob Lintott,386,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Jacob_Lintott,Jacob
387,387,Naveed,Izharulhuq Naveed,387,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Izharulhuq_Naveed,Izharulhuq
388,388,Sangha,Tanveer Sangha,388,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Tanveer_Sangha,Tanveer
389,389,Suthar,Manav Suthar,389,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Manav_Suthar,Manav
390,390,Tandon,Milind Tandon,390,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Milind_Tandon,Milind
391,391,Udeshi,Sagar Udeshi,391,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sagar_Udeshi,Sagar
392,392,Wadhwani,Kushaal Wadhwani,392,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Kushaal_Wadhwani,Kushaal
393,393,Wakhare,Akshay Wakhare,393,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Akshay_Wakhare,Akshay
394,394,Bravo,Darren Bravo,394,75 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,75,Darren_Bravo,Darren
395,395,Brooks,Shamrah Brooks,395,50 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Shamrah_Brooks,Shamrah
396,396,Fernando,Avishka Fernando,396,50 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Avishka_Fernando,Avishka
397,397,Hamza,Zubayr Hamza,397,50 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Zubayr_Hamza,Zubayr
398,398,Nissaanka,Pathum Nissaanka,398,50 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Pathum_Nissaanka,Pathum
399,399,Patterson,Kurtis Patterson,399,50 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Kurtis_Patterson,Kurtis
400,400,Shahidi,Hashmatullah Shahidi,400,50 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Hashmatullah_Shahidi,Hashmatullah
401,401,Tiwary,Manoj Tiwary,401,50 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Manoj_Tiwary,Manoj
402,402,Agar,Ashton Agar,402,2 Cr,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Cr,2,Ashton_Agar,Ashton
403,403,Brath15000000e,Carlos Brath15000000e,403,75 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,75,Carlos_Brath15000000e,Carlos
404,404,Jadhav,Kedar Jadhav,404,1 Cr,ALL-ROUNDER,0.0,0.0,SRH,Unsold,Unsold,From Auction,Cr,1,Kedar_Jadhav,Kedar
405,405,Munro,Colin Munro,405,1.5 Cr,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Cr,1.5,Colin_Munro,Colin
406,406,Naib,Gulbadin Naib,406,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Gulbadin_Naib,Gulbadin
407,407,Paul,Keemo Paul,407,75 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,75,Keemo_Paul,Keemo
408,408,Rasool,Parvez Rasool,408,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Parvez_Rasool,Parvez
409,409,Shanaka,Dasun Shanaka,409,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Dasun_Shanaka,Dasun
410,410,Agar,Wesley Agar,410,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Wesley_Agar,Wesley
411,411,Islam,Shoriful Islam,411,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Shoriful_Islam,Shoriful
412,412,Little,Josh Little,412,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Josh_Little,Josh
413,413,Muzarabani,Blessing Muzarabani,413,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Blessing_Muzarabani,Blessing
414,414,Seales,Jayden Seales,414,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Jayden_Seales,Jayden
415,415,Sharma,Mohit Sharma,415,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Mohit_Sharma,Mohit
416,416,Sran,Barinder Sran,416,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Barinder_Sran,Barinder
417,417,Stanlake,Billy Stanlake,417,75 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,75,Billy_Stanlake,Billy
418,418,Wagner,Neil Wagner,418,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Neil_Wagner,Neil
419,419,Iqbal,Qamran Iqbal,419,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Qamran_Iqbal,Qamran
420,420,Jaggi,Ishank Jaggi,420,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ishank_Jaggi,Ishank
421,421,Kunnummal,Rohan Kunnummal,421,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Rohan_Kunnummal,Rohan
422,422,Mishra,Tanmay Mishra,422,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Tanmay_Mishra,Tanmay
423,423,Nahar,Yash Nahar,423,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Yash_Nahar,Yash
424,424,Singh_Rohilla,Shubham Singh Rohilla,424,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shubham_Singh_Rohilla,Shubham
425,425,Ross,Alex Ross,425,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Alex_Ross,Alex
426,426,Shaikh,Naushad Shaikh,426,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Naushad_Shaikh,Naushad
427,427,Aparajith,Baba Aparajith,427,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Baba_Aparajith,Baba
428,428,Barman,Prayas Barman,428,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Prayas_Barman,Prayas
429,429,Charak,Yudhvir Charak,429,20 Lakh,ALL-ROUNDER,0.0,0.0,MI,Unsold,Unsold,From Auction,Lakh,20,Yudhvir_Charak,Yudhvir
430,430,Hegde,Shubhang Hegde,430,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shubhang_Hegde,Shubhang
431,431,Kalaria,Roosh Kalaria,431,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Roosh_Kalaria,Roosh
432,432,Kotian,Tanush Kotian,432,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Tanush_Kotian,Tanush
433,433,Tambe,Kaushal Tambe,433,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Kaushal_Tambe,Kaushal
434,434,Vashisth,Shivank Vashisth,434,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shivank_Vashisth,Shivank
435,435,Chandrol,Rahul Chandrol,435,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Rahul_Chandrol,Rahul
436,436,Desai,Harvik Desai,436,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Harvik_Desai,Harvik
437,437,Fletcher,Cam Fletcher,437,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Cam_Fletcher,Cam
438,438,Gohel,Tarang Gohel,438,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Tarang_Gohel,Tarang
439,439,Makaya,Fazil Makaya,439,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Fazil_Makaya,Fazil
440,440,Rickelton,Ryan Rickelton,440,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ryan_Rickelton,Ryan
441,441,Kumar_Tomar,Sandeep Kumar Tomar,441,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sandeep_Kumar_Tomar,Sandeep
442,442,Wath,Siddhesh Wath,442,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Siddhesh_Wath,Siddhesh
443,443,Cheepurupalli,Stephen Cheepurupalli,443,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Stephen_Cheepurupalli,Stephen
444,444,Choudhary,Aniket Choudhary,444,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Aniket_Choudhary,Aniket
445,445,Kak,Kartikeya Kak,445,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Kartikeya_Kak,Kartikeya
446,446,Khan,Ali Khan,446,40 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,40,Ali_Khan,Ali
447,447,Khejroliya,Kulwant Khejroliya,447,20 Lakh,BOWLER,0.0,0.0,DC,Unsold,Unsold,From Auction,Lakh,20,Kulwant_Khejroliya,Kulwant
448,448,More,Ronit More,448,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ronit_More,Ronit
449,449,Nidheesh,M Nidheesh,449,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,M_Nidheesh,M
450,450,Pathan,Babasafi Pathan,450,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Babasafi_Pathan,Babasafi
451,451,Patil,Vidyadhar Patil,451,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Vidyadhar_Patil,Vidyadhar
452,452,Kumar_Singh,Mukesh Kumar Singh,452,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Mukesh_Kumar_Singh,Mukesh
453,453,Alexandar,R. Alexandar,453,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,R._Alexandar,R.
454,454,Ashok,Adithya Ashok,454,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Adithya_Ashok,Adithya
455,455,Dhankhar,Jasmer Dhankhar,455,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Jasmer_Dhankhar,Jasmer
456,456,Dutta,Prerit Dutta,456,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Prerit_Dutta,Prerit
457,457,Russ_Jaggesar,Jon Russ Jaggesar,457,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Jon_Russ_Jaggesar,Jon
458,458,Kishan_Kumar,S. Kishan Kumar,458,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,S._Kishan_Kumar,S.
459,459,Koththigoda,Kevin Koththigoda,459,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Kevin_Koththigoda,Kevin
460,460,Wabale,Swaraj Wabale,460,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Swaraj_Wabale,Swaraj
461,461,Campher,Curtis Campher,461,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Curtis_Campher,Curtis
462,462,De_Grandhomme,Colin De Grandhomme,462,1 Cr,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Cr,1,Colin_De_Grandhomme,Colin
463,463,Faulkner,James Faulkner,463,1 Cr,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Cr,1,James_Faulkner,James
464,464,Overton,Craig Overton,464,2 Cr,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Cr,2,Craig_Overton,Craig
465,465,Parnell,Wayne Parnell,465,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Wayne_Parnell,Wayne
466,466,Patel,Samit Patel,466,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Samit_Patel,Samit
467,467,Perera,Thisara Perera,467,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Thisara_Perera,Thisara
468,468,Short,Darcy Short,468,1 Cr,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Cr,1,Darcy_Short,Darcy
469,469,Vijay,Murali Vijay,469,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Murali_Vijay,Murali
470,470,Wildermuth,Jack Wildermuth,470,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Jack_Wildermuth,Jack
471,471,Bennett,Hamish Bennett,471,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Hamish_Bennett,Hamish
472,472,Dupavillon,Daryn Dupavillon,472,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Daryn_Dupavillon,Daryn
473,473,Edwards,Fidel Edwards,473,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Fidel_Edwards,Fidel
474,474,Hassan,Hamid Hassan,474,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Hamid_Hassan,Hamid
475,475,Kumara,Lahiru Kumara,475,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Lahiru_Kumara,Lahiru
476,476,Paris,Joel Paris,476,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Joel_Paris,Joel
477,477,Sreesanth,S. Sreesanth,477,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,S._Sreesanth,S.
478,478,Thomas,Oshane Thomas,478,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Oshane_Thomas,Oshane
479,479,Tickner,Blair Tickner,479,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Blair_Tickner,Blair
480,480,Udana,Isuru Udana,480,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Isuru_Udana,Isuru
481,481,Ferreira,Donavon Ferreira,481,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Donavon_Ferreira,Donavon
482,482,Lalwani,Bhupen Lalwani,482,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Bhupen_Lalwani,Bhupen
483,483,Malik,Henan Malik,483,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Henan_Malik,Henan
484,484,Mann,Pukhraj Mann,484,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Pukhraj_Mann,Pukhraj
485,485,Rawat,Shashwat Rawat,485,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shashwat_Rawat,Shashwat
486,486,Weatherald,Jake Weatherald,486,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Jake_Weatherald,Jake
487,487,Coetzee,Gerald Coetzee,487,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Gerald_Coetzee,Gerald
488,488,Karnewar,Akshay Karnewar,488,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Akshay_Karnewar,Akshay
489,489,Kumar,Sumit Kumar,489,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sumit_Kumar,Sumit
490,490,Mushtaq,Abid Mushtaq,490,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Abid_Mushtaq,Abid
491,491,Muzaffar,Lone Muzaffar,491,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Lone_Muzaffar,Lone
492,492,Rathva,Ninad Rathva,492,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ninad_Rathva,Ninad
493,493,Roger,Shoun Roger,493,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shoun_Roger,Shoun
494,494,Bhambhu,Jaideep Bhambhu,494,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Jaideep_Bhambhu,Jaideep
495,495,Burger,Nandre Burger,495,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Nandre_Burger,Nandre
496,496,Kelly,Matt Kelly,496,30 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,30,Matt_Kelly,Matt
497,497,Koushik,V Koushik,497,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,V_Koushik,V
498,498,Madhwal,Akash Madhwal,498,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Akash_Madhwal,Akash
500,500,Raj,Anuj Raj,500,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Anuj_Raj,Anuj
501,501,Saket,Abhijeet Saket,501,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Abhijeet_Saket,Abhijeet
502,502,Shukla,Rahul Shukla,502,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Rahul_Shukla,Rahul
503,503,Thushara,Nuwan Thushara,503,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Nuwan_Thushara,Nuwan
